"","month","precip","mean_temp","min_temp","max_temp"
"1","2020-01",0.103070564516129,7.24609171800137,6.6411498973306,7.92730321697467
"2","2020-02",0.150313936781609,7.77054347826087,7.15958695652174,8.49722463768116
"3","2020-03",0.131827284946237,13.7907820419986,12.8510282404055,14.8771614771904
"4","2020-04",0.125308333333333,13.8222531293463,12.9575591098748,14.8529624478442
"5","2020-05",0.102224462365591,16.6715853658537,16.2291192411924,17.2107655826558
"6","2020-06",0.0506097222222222,20.346097733711,20.019171388102,20.724171388102
"7","2020-07",0.0246626344086022,22.8275672043011,22.5387634408602,23.1317607526882
"8","2020-08",0.0659489247311828,NA,NA,NA
"9","2020-09",0.0949965277777778,19.391953125,19.1966619318182,19.5854616477273
"10","2020-10",0.0743904569892473,16.1024652777778,15.7227777777778,16.5326111111111
"11","2020-11",0.0362041666666667,11.6660515021459,11.0302217453505,12.4385407725322
"12","2020-12",0.0852943548387097,4.85346594740391,4.41762643290627,5.35461227242077
"13","2021-01",0.0658931451612903,5.00045822102426,4.54651617250674,5.49619946091644
"14","2021-02",0.0889055059523809,5.97400298730396,5.44567587752054,6.5637640029873
"15","2021-03",0.115371639784946,12.7733741496599,11.884156462585,13.7459523809524
"16","2021-04",0.0201722222222222,14.7652374301676,13.936906424581,15.7427583798883
"17","2021-05",0.032929435483871,17.1860444743935,16.8906266846361,17.5163477088949
"18","2021-06",0.0627819444444444,20.7871569317382,20.5035749472203,21.0932230823364
"19","2021-07",0.073695564516129,21.8159879032258,21.5593548387097,22.0777755376344
"20","2021-08",0.0803938172043011,21.9593077956989,21.7231720430108,22.2054032258065
"21","2021-09",0.0849263888888889,19.2112638888889,18.9190069444444,19.5360069444444
"22","2021-10",0.0352822580645161,16.2386081081081,15.8606081081081,16.7336013513513
"23","2021-11",0.0341125,8.07360917941586,7.33045201668985,9.02952016689847
"24","2021-12",0.0614388440860215,10.3073082099596,9.53361372812921,11.2528465679677
"25","2022-01",0.098695564516129,3.28370041039672,2.69790697674419,3.96474692202462
"26","2022-02",0.104281994047619,7.85830089820359,6.83926646706587,9.10902694610778
